,embalaje,largo,alto,ancho,peso,procedencia,manipulacion,temperatura,protocolo
7010,A,50,48,46,22080.0,A,fragil,normal,Protocolo_2
7011,A,50,45,52,23400.0,C,normal,normal,Protocolo_1
7012,A,50,48,53,25440.0,A,fragil,refrigerado,Protocolo_1
7013,A,50,50,55,27500.0,C,fragil,normal,Protocolo_2
7014,B,75,70,80,84000.0,B,normal,refrigerado,Protocolo_1
7015,A,50,45,53,23850.0,C,normal,normal,Protocolo_1
7016,B,75,76,72,82080.0,D,normal,normal,Protocolo_1
7017,A,50,49,48,23520.0,D,normal,normal,Protocolo_1
7018,B,75,70,76,79800.0,B,normal,normal,Protocolo_1
7019,A,50,50,54,27000.0,C,normal,refrigerado,Protocolo_1
7020,A,50,51,49,24990.0,C,normal,normal,Protocolo_1
7021,B,75,75,74,83250.0,D,fragil,normal,Protocolo_2
7022,A,50,49,53,25970.0,B,normal,refrigerado,Protocolo_1
7023,C,10,15,7,210.0,D,fragil,normal,Protocolo_1
7024,B,75,75,71,79875.0,D,normal,normal,Protocolo_1
7025,B,75,77,74,85470.0,A,normal,normal,Protocolo_1
7026,C,10,10,10,200.0,D,fragil,normal,Protocolo_1
7027,C,10,7,10,140.0,D,normal,normal,Protocolo_1
7028,A,50,51,51,26010.0,B,normal,normal,Protocolo_1
7029,A,50,53,52,27560.0,A,normal,refrigerado,Protocolo_1
7030,B,75,70,78,81900.0,B,fragil,normal,Protocolo_2
7031,B,75,72,77,83160.0,A,fragil,normal,Protocolo_2
7032,A,50,53,47,24910.0,B,fragil,refrigerado,Protocolo_1
7033,B,75,76,73,83220.0,C,fragil,normal,Protocolo_2
7034,A,50,52,49,25480.0,D,fragil,refrigerado,Protocolo_1
7035,A,50,55,52,28600.0,B,fragil,refrigerado,Protocolo_1
7036,A,50,53,49,25970.0,C,fragil,refrigerado,Protocolo_1
7037,A,50,54,51,27540.0,D,normal,normal,Protocolo_1
7038,C,10,7,15,210.0,C,fragil,refrigerado,Protocolo_1
7039,A,50,55,46,25300.0,D,fragil,normal,Protocolo_2
7040,C,10,9,12,216.0,D,normal,normal,Protocolo_1
7041,B,75,71,72,76680.0,B,fragil,refrigerado,Protocolo_1
7042,B,75,80,73,87600.0,B,normal,normal,Protocolo_1
7043,C,10,14,11,308.0,A,fragil,normal,Protocolo_1
7044,A,50,46,49,22540.0,A,normal,normal,Protocolo_1
7045,B,75,80,77,92400.0,A,fragil,normal,Protocolo_2
7046,A,50,47,55,25850.0,D,fragil,normal,Protocolo_2
7047,C,10,10,13,260.0,B,normal,normal,Protocolo_1
7048,C,10,10,6,120.0,A,normal,refrigerado,Protocolo_1
7049,A,50,50,54,27000.0,A,normal,refrigerado,Protocolo_1
7050,C,10,7,12,168.0,A,fragil,refrigerado,Protocolo_1
7051,A,50,52,55,28600.0,D,fragil,normal,Protocolo_2
7052,C,10,15,13,390.0,D,normal,refrigerado,Protocolo_1
7053,C,10,12,8,192.0,D,normal,normal,Protocolo_1
7054,A,50,48,47,22560.0,C,normal,normal,Protocolo_1
7055,C,10,9,10,180.0,C,fragil,normal,Protocolo_1
7056,B,75,77,77,88935.0,C,normal,normal,Protocolo_1
7057,C,10,13,10,260.0,D,fragil,normal,Protocolo_1
7058,A,50,50,51,25500.0,A,normal,refrigerado,Protocolo_1
7059,B,75,76,70,79800.0,A,normal,normal,Protocolo_1
7060,A,50,51,51,26010.0,C,normal,refrigerado,Protocolo_1
7061,B,75,74,74,82140.0,A,normal,normal,Protocolo_1
7062,B,75,71,71,75615.0,C,normal,normal,Protocolo_1
7063,A,50,52,51,26520.0,B,normal,normal,Protocolo_1
7064,A,50,50,47,23500.0,B,normal,normal,Protocolo_1
7065,C,10,6,11,132.0,B,normal,normal,Protocolo_1
7066,A,50,47,49,23030.0,B,normal,normal,Protocolo_1
7067,C,10,15,13,390.0,D,normal,normal,Protocolo_1
7068,B,75,77,70,80850.0,B,normal,normal,Protocolo_1
7069,B,75,79,80,94800.0,D,fragil,normal,Protocolo_2
7070,B,75,78,77,90090.0,A,fragil,normal,Protocolo_2
7071,C,10,12,12,288.0,D,fragil,normal,Protocolo_1
7072,A,50,50,53,26500.0,B,fragil,normal,Protocolo_2
7073,A,50,52,51,26520.0,D,normal,normal,Protocolo_1
7074,A,50,52,53,27560.0,A,fragil,normal,Protocolo_2
7075,C,10,9,5,90.0,B,normal,normal,Protocolo_1
7076,C,10,8,7,112.0,A,normal,normal,Protocolo_1
7077,A,50,46,47,21620.0,A,normal,refrigerado,Protocolo_1
7078,C,10,7,14,196.0,D,normal,normal,Protocolo_1
7079,B,75,77,77,88935.0,B,fragil,normal,Protocolo_2
7080,A,50,47,54,25380.0,B,normal,normal,Protocolo_1
7081,A,50,46,50,23000.0,D,normal,normal,Protocolo_1
7082,B,75,78,78,91260.0,C,normal,normal,Protocolo_1
7083,C,10,13,12,312.0,B,fragil,normal,Protocolo_1
7084,B,75,72,80,86400.0,D,normal,normal,Protocolo_1
7085,B,75,74,73,81030.0,A,fragil,refrigerado,Protocolo_1
7086,C,10,14,12,336.0,B,normal,normal,Protocolo_1
7087,B,75,79,80,94800.0,A,fragil,normal,Protocolo_2
7088,A,50,51,49,24990.0,D,normal,normal,Protocolo_1
7089,B,75,71,75,79875.0,C,fragil,refrigerado,Protocolo_1
7090,A,50,54,49,26460.0,B,normal,normal,Protocolo_1
7091,A,50,51,53,27030.0,C,normal,normal,Protocolo_1
7092,C,10,9,7,126.0,C,normal,normal,Protocolo_1
7093,A,50,52,53,27560.0,A,normal,normal,Protocolo_1
7094,C,10,12,8,192.0,C,fragil,normal,Protocolo_1
7095,C,10,8,13,208.0,C,fragil,normal,Protocolo_1
7096,A,50,51,51,26010.0,A,normal,normal,Protocolo_1
7097,C,10,14,8,224.0,C,normal,normal,Protocolo_1
7098,C,10,12,13,312.0,D,normal,refrigerado,Protocolo_1
7099,B,75,77,79,91245.0,D,normal,normal,Protocolo_1
7100,A,50,52,45,23400.0,A,fragil,refrigerado,Protocolo_1
7101,C,10,14,10,280.0,A,normal,refrigerado,Protocolo_1
7102,B,75,74,74,82140.0,A,fragil,normal,Protocolo_2
7103,A,50,46,48,22080.0,C,fragil,refrigerado,Protocolo_1
7104,B,75,72,72,77760.0,B,normal,normal,Protocolo_1
7105,A,50,55,51,28050.0,B,normal,normal,Protocolo_1
7106,B,75,75,75,84375.0,A,fragil,normal,Protocolo_2
7107,C,10,12,14,336.0,D,normal,normal,Protocolo_1
7108,A,50,48,48,23040.0,B,normal,refrigerado,Protocolo_1
7109,A,50,53,52,27560.0,D,fragil,normal,Protocolo_2
7110,C,10,9,7,126.0,C,normal,refrigerado,Protocolo_1
7111,C,10,10,5,100.0,A,fragil,refrigerado,Protocolo_1
7112,B,75,78,79,92430.0,A,fragil,normal,Protocolo_2
7113,A,50,50,48,24000.0,A,fragil,normal,Protocolo_2
7114,B,75,71,80,85200.0,D,fragil,normal,Protocolo_2
7115,A,50,51,51,26010.0,B,fragil,normal,Protocolo_2
7116,B,75,78,74,86580.0,A,normal,normal,Protocolo_1
7117,A,50,47,49,23030.0,D,normal,normal,Protocolo_1
7118,B,75,80,78,93600.0,C,fragil,normal,Protocolo_2
7119,A,50,50,51,25500.0,B,normal,refrigerado,Protocolo_1
7120,C,10,14,11,308.0,A,fragil,normal,Protocolo_1
7121,C,10,9,9,162.0,C,fragil,normal,Protocolo_1
7122,C,10,10,11,220.0,D,fragil,normal,Protocolo_1
7123,C,10,11,10,220.0,B,fragil,refrigerado,Protocolo_1
7124,A,50,49,52,25480.0,D,fragil,refrigerado,Protocolo_1
7125,A,50,50,45,22500.0,C,fragil,normal,Protocolo_2
7126,B,75,70,72,75600.0,B,normal,normal,Protocolo_1
7127,B,75,73,76,83220.0,C,normal,normal,Protocolo_1
7128,A,50,46,53,24380.0,A,fragil,normal,Protocolo_2
7129,B,75,71,76,80940.0,D,normal,refrigerado,Protocolo_1
7130,A,50,52,52,27040.0,B,normal,refrigerado,Protocolo_1
7131,B,75,72,79,85320.0,D,normal,normal,Protocolo_1
7132,C,10,6,11,132.0,C,fragil,normal,Protocolo_1
7133,B,75,80,75,90000.0,D,fragil,refrigerado,Protocolo_1
7134,C,10,15,15,450.0,B,fragil,refrigerado,Protocolo_1
7135,A,50,49,47,23030.0,C,fragil,refrigerado,Protocolo_1
7136,A,50,46,52,23920.0,B,normal,refrigerado,Protocolo_1
7137,C,10,11,8,176.0,A,normal,normal,Protocolo_1
7138,A,50,50,51,25500.0,D,normal,normal,Protocolo_1
7139,A,50,52,47,24440.0,C,normal,normal,Protocolo_1
7140,B,75,76,74,84360.0,D,normal,normal,Protocolo_1
7141,B,75,73,78,85410.0,C,normal,normal,Protocolo_1
7142,A,50,53,52,27560.0,C,normal,refrigerado,Protocolo_1
7143,B,75,73,75,82125.0,C,normal,normal,Protocolo_1
7144,B,75,78,80,93600.0,D,fragil,refrigerado,Protocolo_1
7145,A,50,55,46,25300.0,C,fragil,normal,Protocolo_2
7146,C,10,13,13,338.0,A,normal,normal,Protocolo_1
7147,B,75,80,74,88800.0,C,fragil,normal,Protocolo_2
7148,A,50,50,49,24500.0,D,fragil,refrigerado,Protocolo_1
7149,C,10,9,14,252.0,B,normal,refrigerado,Protocolo_1
7150,B,75,79,74,87690.0,D,fragil,normal,Protocolo_2
7151,A,50,52,51,26520.0,B,normal,normal,Protocolo_1
7152,A,50,54,55,29700.0,A,normal,normal,Protocolo_1
7153,A,50,53,50,26500.0,C,normal,normal,Protocolo_1
7154,C,10,7,9,126.0,D,fragil,normal,Protocolo_1
7155,B,75,76,75,85500.0,B,normal,normal,Protocolo_1
7156,A,50,48,53,25440.0,A,fragil,refrigerado,Protocolo_1
7157,C,10,5,8,80.0,B,normal,refrigerado,Protocolo_1
7158,C,10,10,13,260.0,A,fragil,normal,Protocolo_1
7159,A,50,52,54,28080.0,D,normal,refrigerado,Protocolo_1
7160,C,10,14,5,140.0,A,normal,refrigerado,Protocolo_1
7161,A,50,48,53,25440.0,A,fragil,normal,Protocolo_2
7162,B,75,78,71,83070.0,C,normal,normal,Protocolo_1
7163,B,75,74,79,87690.0,A,fragil,normal,Protocolo_2
7164,B,75,72,75,81000.0,B,fragil,normal,Protocolo_2
7165,B,75,74,70,77700.0,B,fragil,normal,Protocolo_2
7166,B,75,74,73,81030.0,B,normal,normal,Protocolo_1
7167,B,75,76,79,90060.0,C,normal,normal,Protocolo_1
7168,C,10,7,14,196.0,A,normal,normal,Protocolo_1
7169,A,50,53,53,28090.0,C,normal,refrigerado,Protocolo_1
7170,B,75,75,76,85500.0,B,fragil,normal,Protocolo_2
7171,B,75,73,73,79935.0,A,fragil,refrigerado,Protocolo_1
7172,A,50,52,46,23920.0,A,normal,normal,Protocolo_1
7173,C,10,10,13,260.0,D,normal,refrigerado,Protocolo_1
7174,B,75,71,76,80940.0,A,fragil,refrigerado,Protocolo_1
7175,A,50,49,50,24500.0,C,fragil,normal,Protocolo_2
7176,A,50,54,52,28080.0,B,normal,normal,Protocolo_1
7177,B,75,79,72,85320.0,D,fragil,refrigerado,Protocolo_1
7178,C,10,10,12,240.0,C,normal,normal,Protocolo_1
7179,B,75,76,76,86640.0,B,normal,normal,Protocolo_1
7180,B,75,78,73,85410.0,D,fragil,normal,Protocolo_2
7181,A,50,54,49,26460.0,C,normal,normal,Protocolo_1
7182,C,10,14,13,364.0,A,normal,refrigerado,Protocolo_1
7183,B,75,75,80,90000.0,D,fragil,normal,Protocolo_2
7184,A,50,51,45,22950.0,B,fragil,normal,Protocolo_2
7185,C,10,12,11,264.0,C,normal,normal,Protocolo_1
7186,C,10,10,14,280.0,C,normal,normal,Protocolo_1
7187,B,75,73,75,82125.0,D,fragil,normal,Protocolo_2
7188,A,50,48,51,24480.0,A,fragil,normal,Protocolo_2
7189,B,75,72,71,76680.0,A,normal,normal,Protocolo_1
7190,A,50,55,46,25300.0,C,fragil,refrigerado,Protocolo_1
7191,C,10,8,5,80.0,D,fragil,normal,Protocolo_1
7192,A,50,50,48,24000.0,D,normal,normal,Protocolo_1
7193,A,50,45,47,21150.0,C,normal,normal,Protocolo_1
7194,C,10,15,10,300.0,D,fragil,normal,Protocolo_1
7195,B,75,70,78,81900.0,C,normal,refrigerado,Protocolo_1
7196,C,10,15,5,150.0,A,normal,normal,Protocolo_1
7197,B,75,75,73,82125.0,C,fragil,refrigerado,Protocolo_1
7198,B,75,74,78,86580.0,D,normal,normal,Protocolo_1
7199,B,75,78,75,87750.0,A,normal,refrigerado,Protocolo_1
7200,C,10,10,7,140.0,C,normal,normal,Protocolo_1
7201,A,50,49,48,23520.0,B,normal,normal,Protocolo_1
7202,A,50,49,47,23030.0,C,fragil,normal,Protocolo_2
7203,A,50,50,51,25500.0,C,fragil,refrigerado,Protocolo_1
7204,A,50,55,45,24750.0,D,fragil,normal,Protocolo_2
7205,C,10,10,10,200.0,C,fragil,refrigerado,Protocolo_1
7206,B,75,78,77,90090.0,A,fragil,normal,Protocolo_2
7207,C,10,6,11,132.0,C,normal,normal,Protocolo_1
7208,C,10,13,5,130.0,C,normal,normal,Protocolo_1
7209,B,75,74,72,79920.0,D,fragil,normal,Protocolo_2
7210,A,50,49,50,24500.0,B,normal,normal,Protocolo_1
7211,B,75,72,77,83160.0,C,fragil,normal,Protocolo_2
7212,B,75,76,80,91200.0,D,normal,normal,Protocolo_1
7213,B,75,73,74,81030.0,D,normal,normal,Protocolo_1
7214,C,10,10,8,160.0,A,normal,normal,Protocolo_1
7215,B,75,77,71,82005.0,A,normal,refrigerado,Protocolo_1
7216,C,10,7,7,98.0,C,normal,normal,Protocolo_1
7217,B,75,75,79,88875.0,A,fragil,normal,Protocolo_2
7218,B,75,78,76,88920.0,A,normal,normal,Protocolo_1
7219,B,75,78,72,84240.0,A,fragil,normal,Protocolo_2
7220,A,50,46,49,22540.0,B,fragil,normal,Protocolo_2
7221,B,75,75,76,85500.0,B,fragil,normal,Protocolo_2
7222,C,10,13,10,260.0,C,normal,normal,Protocolo_1
7223,C,10,5,8,80.0,D,normal,normal,Protocolo_1
7224,B,75,75,77,86625.0,B,fragil,normal,Protocolo_2
7225,B,75,78,79,92430.0,D,fragil,normal,Protocolo_2
7226,C,10,14,7,196.0,D,normal,normal,Protocolo_1
7227,B,75,77,71,82005.0,B,fragil,normal,Protocolo_2
7228,A,50,50,47,23500.0,A,fragil,normal,Protocolo_2
7229,C,10,7,7,98.0,B,fragil,refrigerado,Protocolo_1
7230,A,50,50,55,27500.0,B,fragil,normal,Protocolo_2
7231,B,75,72,71,76680.0,A,normal,normal,Protocolo_1
7232,A,50,47,49,23030.0,D,fragil,refrigerado,Protocolo_1
7233,A,50,51,53,27030.0,B,fragil,normal,Protocolo_2
7234,B,75,74,72,79920.0,C,fragil,normal,Protocolo_2
7235,B,75,80,71,85200.0,D,fragil,normal,Protocolo_2
7236,B,75,75,74,83250.0,A,fragil,normal,Protocolo_2
7237,B,75,77,71,82005.0,D,fragil,refrigerado,Protocolo_1
7238,B,75,73,72,78840.0,A,fragil,normal,Protocolo_2
7239,B,75,72,75,81000.0,B,normal,refrigerado,Protocolo_1
7240,B,75,77,75,86625.0,C,normal,normal,Protocolo_1
7241,B,75,78,70,81900.0,C,normal,refrigerado,Protocolo_1
7242,B,75,75,79,88875.0,D,normal,normal,Protocolo_1
7243,C,10,5,11,110.0,C,fragil,refrigerado,Protocolo_1
7244,A,50,54,48,25920.0,D,normal,normal,Protocolo_1
7245,B,75,74,80,88800.0,B,normal,normal,Protocolo_1
7246,B,75,78,80,93600.0,C,normal,normal,Protocolo_1
7247,B,75,74,75,83250.0,A,normal,normal,Protocolo_1
7248,C,10,14,12,336.0,D,normal,normal,Protocolo_1
7249,C,10,6,7,84.0,A,normal,normal,Protocolo_1
7250,A,50,53,53,28090.0,B,fragil,normal,Protocolo_2
7251,A,50,47,52,24440.0,C,fragil,refrigerado,Protocolo_1
7252,B,75,76,71,80940.0,D,fragil,normal,Protocolo_2
7253,A,50,49,50,24500.0,B,normal,normal,Protocolo_1
7254,B,75,77,77,88935.0,C,normal,normal,Protocolo_1
7255,A,50,47,51,23970.0,A,fragil,normal,Protocolo_2
7256,A,50,46,54,24840.0,C,normal,normal,Protocolo_1
7257,A,50,52,53,27560.0,B,fragil,refrigerado,Protocolo_1
7258,C,10,10,11,220.0,A,normal,normal,Protocolo_1
7259,C,10,8,5,80.0,D,fragil,normal,Protocolo_1
7260,C,10,7,12,168.0,B,normal,normal,Protocolo_1
7261,B,75,73,73,79935.0,B,fragil,refrigerado,Protocolo_1
7262,A,50,50,55,27500.0,B,normal,normal,Protocolo_1
7263,C,10,7,14,196.0,A,normal,normal,Protocolo_1
7264,C,10,10,5,100.0,A,normal,normal,Protocolo_1
7265,A,50,45,55,24750.0,A,normal,normal,Protocolo_1
7266,A,50,53,50,26500.0,D,fragil,refrigerado,Protocolo_1
7267,B,75,79,76,90060.0,D,normal,normal,Protocolo_1
7268,A,50,46,50,23000.0,C,fragil,refrigerado,Protocolo_1
7269,C,10,13,8,208.0,B,normal,normal,Protocolo_1
7270,B,75,74,78,86580.0,B,normal,refrigerado,Protocolo_1
7271,C,10,8,13,208.0,C,normal,refrigerado,Protocolo_1
7272,C,10,6,15,180.0,A,fragil,normal,Protocolo_1
7273,C,10,14,7,196.0,D,normal,normal,Protocolo_1
7274,A,50,55,47,25850.0,C,fragil,normal,Protocolo_2
7275,A,50,54,50,27000.0,A,normal,normal,Protocolo_1
7276,C,10,13,6,156.0,C,fragil,refrigerado,Protocolo_1
7277,B,75,80,72,86400.0,A,fragil,normal,Protocolo_2
7278,C,10,6,7,84.0,D,fragil,normal,Protocolo_1
7279,B,75,79,73,86505.0,B,normal,refrigerado,Protocolo_1
7280,A,50,47,49,23030.0,B,fragil,normal,Protocolo_2
7281,B,75,80,75,90000.0,B,normal,normal,Protocolo_1
7282,B,75,78,76,88920.0,A,fragil,normal,Protocolo_2
7283,C,10,12,9,216.0,D,fragil,normal,Protocolo_1
7284,B,75,80,71,85200.0,B,fragil,normal,Protocolo_2
7285,C,10,7,11,154.0,A,normal,normal,Protocolo_1
7286,C,10,14,11,308.0,B,fragil,normal,Protocolo_1
7287,C,10,8,13,208.0,D,normal,normal,Protocolo_1
7288,B,75,72,73,78840.0,B,fragil,normal,Protocolo_2
7289,B,75,78,75,87750.0,D,normal,normal,Protocolo_1
7290,C,10,14,13,364.0,A,normal,refrigerado,Protocolo_1
7291,C,10,12,10,240.0,C,normal,normal,Protocolo_1
7292,A,50,50,53,26500.0,C,fragil,refrigerado,Protocolo_1
7293,C,10,10,15,300.0,D,fragil,normal,Protocolo_1
7294,C,10,12,12,288.0,C,normal,normal,Protocolo_1
7295,C,10,15,5,150.0,A,fragil,normal,Protocolo_1
7296,A,50,51,53,27030.0,C,normal,normal,Protocolo_1
7297,A,50,49,49,24010.0,A,normal,normal,Protocolo_1
7298,B,75,80,73,87600.0,A,normal,normal,Protocolo_1
7299,C,10,8,5,80.0,B,normal,normal,Protocolo_1
7300,B,75,74,71,78810.0,A,fragil,normal,Protocolo_2
7301,A,50,50,50,25000.0,C,normal,normal,Protocolo_1
7302,B,75,72,76,82080.0,D,normal,refrigerado,Protocolo_1
7303,B,75,76,71,80940.0,D,normal,normal,Protocolo_1
7304,C,10,13,10,260.0,A,normal,refrigerado,Protocolo_1
7305,A,50,47,50,23500.0,D,normal,normal,Protocolo_1
7306,B,75,77,76,87780.0,B,normal,refrigerado,Protocolo_1
7307,A,50,51,49,24990.0,C,normal,normal,Protocolo_1
7308,C,10,8,15,240.0,D,normal,refrigerado,Protocolo_1
7309,A,50,54,47,25380.0,D,normal,normal,Protocolo_1
7310,B,75,74,73,81030.0,D,normal,refrigerado,Protocolo_1
7311,A,50,55,46,25300.0,D,fragil,refrigerado,Protocolo_1
7312,C,10,15,9,270.0,D,normal,normal,Protocolo_1
7313,B,75,75,73,82125.0,A,fragil,normal,Protocolo_2
7314,A,50,49,48,23520.0,B,normal,normal,Protocolo_1
7315,B,75,75,72,81000.0,C,normal,normal,Protocolo_1
7316,B,75,80,72,86400.0,D,normal,normal,Protocolo_1
7317,B,75,75,70,78750.0,D,normal,normal,Protocolo_1
7318,B,75,73,73,79935.0,C,normal,normal,Protocolo_1
7319,A,50,47,54,25380.0,B,normal,normal,Protocolo_1
7320,A,50,51,50,25500.0,D,normal,normal,Protocolo_1
7321,C,10,12,14,336.0,B,fragil,normal,Protocolo_1
7322,A,50,55,53,29150.0,D,normal,normal,Protocolo_1
7323,B,75,80,77,92400.0,C,fragil,normal,Protocolo_2
7324,C,10,7,10,140.0,A,normal,normal,Protocolo_1
7325,C,10,11,15,330.0,C,normal,refrigerado,Protocolo_1
7326,C,10,7,9,126.0,A,normal,normal,Protocolo_1
7327,C,10,5,7,70.0,C,fragil,normal,Protocolo_1
7328,B,75,73,70,76650.0,B,normal,normal,Protocolo_1
7329,C,10,5,8,80.0,C,normal,normal,Protocolo_1
7330,C,10,15,9,270.0,D,normal,normal,Protocolo_1
7331,C,10,5,9,90.0,A,normal,normal,Protocolo_1
7332,C,10,8,10,160.0,C,fragil,refrigerado,Protocolo_1
7333,C,10,5,9,90.0,B,fragil,normal,Protocolo_1
7334,A,50,51,49,24990.0,B,normal,normal,Protocolo_1
7335,A,50,51,45,22950.0,B,normal,normal,Protocolo_1
7336,B,75,78,70,81900.0,B,fragil,normal,Protocolo_2
7337,B,75,77,76,87780.0,A,fragil,normal,Protocolo_2
7338,B,75,73,70,76650.0,A,normal,normal,Protocolo_1
7339,A,50,47,47,22090.0,C,fragil,refrigerado,Protocolo_1
7340,A,50,49,53,25970.0,C,fragil,normal,Protocolo_2
7341,B,75,75,77,86625.0,D,normal,refrigerado,Protocolo_1
7342,B,75,72,73,78840.0,A,normal,refrigerado,Protocolo_1
7343,A,50,51,52,26520.0,D,normal,normal,Protocolo_1
7344,A,50,48,53,25440.0,B,fragil,normal,Protocolo_2
7345,B,75,76,76,86640.0,C,normal,normal,Protocolo_1
7346,B,75,71,79,84135.0,C,normal,normal,Protocolo_1
7347,A,50,51,51,26010.0,D,fragil,normal,Protocolo_2
7348,A,50,52,45,23400.0,C,normal,normal,Protocolo_1
7349,C,10,14,12,336.0,A,normal,normal,Protocolo_1
7350,C,10,13,11,286.0,D,fragil,normal,Protocolo_1
7351,A,50,50,50,25000.0,C,normal,normal,Protocolo_1
7352,B,75,78,77,90090.0,C,fragil,normal,Protocolo_2
7353,C,10,15,5,150.0,D,fragil,refrigerado,Protocolo_1
7354,C,10,9,10,180.0,D,fragil,refrigerado,Protocolo_1
7355,C,10,13,13,338.0,B,normal,refrigerado,Protocolo_1
7356,B,75,76,80,91200.0,D,fragil,normal,Protocolo_2
7357,C,10,12,7,168.0,D,normal,normal,Protocolo_1
7358,C,10,7,9,126.0,B,normal,refrigerado,Protocolo_1
7359,C,10,14,6,168.0,B,normal,normal,Protocolo_1
7360,C,10,6,9,108.0,A,fragil,refrigerado,Protocolo_1
7361,B,75,76,72,82080.0,D,normal,normal,Protocolo_1
7362,A,50,53,48,25440.0,A,normal,refrigerado,Protocolo_1
7363,C,10,7,12,168.0,B,normal,normal,Protocolo_1
7364,C,10,7,10,140.0,B,normal,normal,Protocolo_1
7365,A,50,54,51,27540.0,B,normal,normal,Protocolo_1
7366,C,10,8,11,176.0,A,fragil,normal,Protocolo_1
7367,B,75,72,74,79920.0,A,normal,normal,Protocolo_1
7368,A,50,52,48,24960.0,B,fragil,normal,Protocolo_2
7369,A,50,49,51,24990.0,A,fragil,refrigerado,Protocolo_1
7370,B,75,78,72,84240.0,C,normal,normal,Protocolo_1
7371,B,75,77,71,82005.0,C,normal,normal,Protocolo_1
7372,A,50,46,45,20700.0,B,normal,normal,Protocolo_1
7373,B,75,73,71,77745.0,A,normal,refrigerado,Protocolo_1
7374,B,75,73,79,86505.0,C,fragil,normal,Protocolo_2
7375,A,50,49,51,24990.0,D,normal,normal,Protocolo_1
7376,B,75,73,72,78840.0,C,normal,normal,Protocolo_1
7377,A,50,53,50,26500.0,A,normal,normal,Protocolo_1
7378,A,50,48,50,24000.0,D,normal,normal,Protocolo_1
7379,C,10,10,6,120.0,C,normal,normal,Protocolo_1
7380,C,10,8,10,160.0,A,fragil,normal,Protocolo_1
7381,C,10,14,6,168.0,A,fragil,refrigerado,Protocolo_1
7382,A,50,47,54,25380.0,B,normal,normal,Protocolo_1
7383,B,75,75,70,78750.0,A,normal,refrigerado,Protocolo_1
7384,C,10,9,6,108.0,D,fragil,refrigerado,Protocolo_1
7385,B,75,79,76,90060.0,A,normal,normal,Protocolo_1
7386,A,50,50,48,24000.0,D,fragil,refrigerado,Protocolo_1
7387,C,10,9,5,90.0,D,fragil,normal,Protocolo_1
7388,C,10,10,8,160.0,A,normal,normal,Protocolo_1
7389,B,75,71,78,83070.0,D,normal,normal,Protocolo_1
7390,A,50,46,45,20700.0,D,normal,normal,Protocolo_1
7391,C,10,15,9,270.0,C,normal,refrigerado,Protocolo_1
7392,C,10,13,13,338.0,C,fragil,normal,Protocolo_1
7393,B,75,80,72,86400.0,B,fragil,normal,Protocolo_2
7394,B,75,71,73,77745.0,B,normal,normal,Protocolo_1
7395,A,50,47,52,24440.0,D,normal,normal,Protocolo_1
7396,B,75,80,70,84000.0,C,fragil,refrigerado,Protocolo_1
7397,B,75,75,77,86625.0,B,normal,normal,Protocolo_1
7398,C,10,13,9,234.0,A,normal,normal,Protocolo_1
7399,B,75,74,76,84360.0,D,normal,normal,Protocolo_1
7400,C,10,9,6,108.0,B,normal,refrigerado,Protocolo_1
7401,C,10,11,9,198.0,C,normal,normal,Protocolo_1
7402,B,75,72,78,84240.0,A,normal,refrigerado,Protocolo_1
7403,A,50,52,52,27040.0,D,normal,normal,Protocolo_1
7404,C,10,15,7,210.0,B,fragil,refrigerado,Protocolo_1
7405,C,10,10,11,220.0,A,normal,normal,Protocolo_1
7406,B,75,76,76,86640.0,A,normal,normal,Protocolo_1
7407,C,10,5,5,50.0,B,normal,normal,Protocolo_1
7408,B,75,76,77,87780.0,A,normal,normal,Protocolo_1
7409,B,75,70,75,78750.0,A,normal,normal,Protocolo_1
7410,B,75,71,79,84135.0,D,normal,normal,Protocolo_1
7411,B,75,74,75,83250.0,C,normal,refrigerado,Protocolo_1
7412,C,10,6,9,108.0,A,normal,normal,Protocolo_1
7413,A,50,50,50,25000.0,B,normal,normal,Protocolo_1
7414,A,50,50,54,27000.0,C,fragil,normal,Protocolo_2
7415,C,10,5,13,130.0,D,normal,normal,Protocolo_1
7416,A,50,48,48,23040.0,C,fragil,normal,Protocolo_2
7417,C,10,6,10,120.0,B,normal,refrigerado,Protocolo_1
7418,A,50,51,51,26010.0,B,normal,refrigerado,Protocolo_1
7419,B,75,74,74,82140.0,B,normal,refrigerado,Protocolo_1
7420,C,10,10,14,280.0,C,fragil,refrigerado,Protocolo_1
7421,A,50,46,50,23000.0,C,normal,refrigerado,Protocolo_1
7422,C,10,8,12,192.0,D,fragil,normal,Protocolo_1
7423,B,75,80,78,93600.0,C,normal,normal,Protocolo_1
7424,C,10,14,15,420.0,D,normal,normal,Protocolo_1
7425,A,50,51,45,22950.0,B,fragil,normal,Protocolo_2
7426,B,75,77,72,83160.0,B,fragil,normal,Protocolo_2
7427,B,75,80,73,87600.0,B,normal,normal,Protocolo_1
7428,A,50,46,47,21620.0,B,normal,normal,Protocolo_1
7429,A,50,47,53,24910.0,C,normal,normal,Protocolo_1
7430,C,10,15,7,210.0,D,normal,normal,Protocolo_1
7431,A,50,55,51,28050.0,C,normal,normal,Protocolo_1
7432,A,50,52,46,23920.0,C,fragil,refrigerado,Protocolo_1
7433,C,10,15,11,330.0,B,normal,normal,Protocolo_1
